,Date,Heures,Consommation,Fioul,Charbon,Gaz,nucleaire,Eolien,Solaire,Hydraulique,Pompage,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Autres,Gaz - TAC,Gaz - CCG,Gaz - Autres,Hydraulique - Lacs,Hydraulique - STEP turbinage, Stockage batterie,Eolien terrestre,Eolien offshore
France,2022-05-22,12:30,44162,84,17,1557,27135,1033,7997,4753,-2241,2516,23,1671,-1500,-1859,-609,4715,0,3,33,928,236,469,155,0,0,0
France,2022-05-22,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,13:00,44655,85,17,1646,27047,716,8244,4768,-1957,2789,24,592,-1500,-1738,-191,5257,0,3,33,998,257,539,154,0,0,0
France,2022-05-22,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,13:30,42945,83,17,1540,26691,749,8445,4622,-2710,2198,23,592,-1500,-1738,-191,5276,0,3,32,923,234,405,154,0,0,0
France,2022-05-22,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,14:00,41788,83,17,1186,25889,869,8340,4669,-2697,2125,21,70,-1500,-1747,-257,4505,0,3,32,537,267,428,156,0,0,0
France,2022-05-22,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,14:30,41169,85,16,1134,26279,843,8020,4742,-2779,1530,20,70,-1500,-1747,-257,4200,0,3,32,515,238,535,157,0,0,0
France,2022-05-22,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,15:00,40349,83,16,1152,26297,896,7573,4757,-2777,1057,21,337,-1736,-2089,-318,4187,0,3,32,495,280,571,159,0,0,0
France,2022-05-22,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,15:30,39917,84,16,1167,26460,950,7080,4842,-2392,399,21,337,-1736,-2089,-321,3377,0,3,32,509,280,630,164,0,0,0
France,2022-05-22,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,16:00,39173,83,17,1251,26286,1044,6391,5069,-1981,-288,22,655,-468,-3022,-909,3313,0,3,32,577,297,880,164,0,0,0
France,2022-05-22,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,16:30,38764,83,16,1375,26454,1061,5815,5235,-1670,-919,23,655,-468,-3022,-909,2498,0,3,29,732,271,914,170,0,0,0
France,2022-05-22,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,17:00,38757,83,17,1602,26741,1000,5298,5464,-1477,-1268,25,-111,436,-3275,-1937,2499,0,3,30,922,309,1079,183,0,0,0
France,2022-05-22,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,17:30,39181,83,16,2010,27190,1083,4464,6215,-213,-2962,27,-111,436,-3275,-1921,1387,0,3,30,1297,345,1266,505,0,0,0
France,2022-05-22,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,18:00,39739,85,16,2534,27782,1215,3757,6947,-91,-3812,31,627,1519,-3592,-869,-1304,0,3,30,1704,462,1531,723,0,0,0
France,2022-05-22,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,18:30,40595,83,16,3691,27970,1318,2886,7388,-91,-3959,40,627,1519,-3592,-889,-2182,0,3,29,2680,621,1656,754,0,0,0
France,2022-05-22,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,19:00,41915,84,17,4128,28625,1443,2113,8827,-90,-4542,42,1613,1740,-3566,-408,-2644,0,3,29,3126,611,2075,1544,0,0,0
France,2022-05-22,19:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,19:30,42427,83,15,4473,28611,1513,1396,8530,-91,-3395,46,1613,1740,-3566,-458,-2817,0,3,29,3349,732,1853,1258,0,0,0
France,2022-05-22,19:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,20:00,42367,83,15,4545,28643,1657,894,9016,-90,-3692,46,1512,1627,-3592,-433,-2969,0,3,29,3434,718,1844,1689,0,0,0
France,2022-05-22,20:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,20:30,41605,86,15,4508,28709,1952,446,8806,-90,-4116,46,1512,1627,-3592,-433,-3085,0,3,29,3400,718,1642,1632,0,0,0
France,2022-05-22,20:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,21:00,41143,83,15,4444,28727,2169,156,8871,-91,-4519,45,1487,-1705,-3106,-143,-942,0,3,30,3367,686,1749,1564,0,0,0
France,2022-05-22,21:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,21:30,41111,85,15,4463,28767,2414,15,8810,-82,-4662,46,1487,-1705,-3106,-143,-481,0,3,29,3357,718,1756,1537,0,0,0
France,2022-05-22,21:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,22:00,41377,85,15,4326,28777,2655,0,8607,-82,-4286,45,1714,-2450,-3106,-12,219,0,3,27,3232,711,1729,1366,0,0,0
France,2022-05-22,22:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,22:30,41844,83,15,4369,28549,2795,0,8604,-90,-3766,45,1714,-2450,-3106,-12,1347,0,3,27,3249,737,1720,1599,0,0,0
France,2022-05-22,22:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,23:00,43530,86,15,4440,28454,2953,0,8898,-90,-2502,45,1714,-2450,-3106,-819,3287,0,3,27,3319,738,1780,1720,0,0,0
France,2022-05-22,23:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,23:30,42817,83,15,4207,28264,3205,0,7784,-90,-1934,45,1714,-2450,-3106,-819,3779,0,3,27,3125,698,1339,1272,0,0,0
France,2022-05-22,23:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,00:00,42164,85,15,4246,28045,3534,0,6851,-90,-1800,46,1714,-2042,-3082,-969,2867,0,3,28,3112,753,1186,672,0,0,0
France,2022-05-23,00:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,00:30,40495,84,15,3543,27597,3773,0,6207,-91,-1924,42,1714,-2042,-3082,-969,2867,0,3,28,2481,711,1175,366,0,0,0
France,2022-05-23,00:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,01:00,38111,83,15,2361,27094,3350,0,5991,-785,-1302,34,1714,-2000,-3082,-1490,2614,0,3,27,1289,722,1106,181,0,0,0
France,2022-05-23,01:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,01:30,37691,85,15,2768,28059,2560,0,5679,-911,-1857,38,1714,-2000,-3082,-1490,2614,0,3,27,1721,696,1082,182,0,0,0
France,2022-05-23,01:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,02:00,37327,84,15,2730,28002,2387,0,5943,-1225,-1896,38,1634,-1933,-3082,-1778,2640,0,3,27,1639,739,1030,544,0,0,0
France,2022-05-23,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,02:30,36733,85,15,2609,27756,2511,0,5631,-963,-2183,37,1634,-1933,-3082,-1778,2640,0,3,28,1528,720,847,479,0,0,0
France,2022-05-23,02:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,03:00,35354,85,14,2160,27128,2904,0,5302,-1030,-2482,34,1652,-1800,-3567,-1619,1794,0,3,27,1044,754,741,308,0,0,0
France,2022-05-23,03:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,03:30,34600,84,15,2055,27273,3696,0,5043,-1654,-3209,33,1652,-1800,-3567,-1619,1794,0,3,27,1050,643,580,180,0,0,0
France,2022-05-23,03:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,04:00,34083,85,15,2077,27246,4133,0,5093,-2086,-3777,33,1714,-1800,-3567,-1685,913,0,3,27,1050,666,569,180,0,0,0
France,2022-05-23,04:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,04:30,34039,84,15,2542,27632,3562,0,5140,-2498,-3745,38,1714,-1800,-3567,-1685,913,0,3,30,1434,744,560,181,0,0,0
France,2022-05-23,04:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,05:00,34423,85,15,2833,28414,3024,0,5148,-1881,-4511,39,1714,-1800,-3567,-1747,-161,0,3,30,1766,703,595,178,0,0,0
France,2022-05-23,05:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,05:30,35749,85,14,3128,28953,2659,0,5505,-422,-5470,40,1714,-1800,-3567,-1747,-161,0,3,30,1988,757,667,405,0,0,0
France,2022-05-23,05:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,06:00,36733,85,15,3856,28717,2700,0,5828,-92,-5658,44,1714,-1387,-3021,-1754,-880,0,3,30,2737,732,758,388,0,0,0
France,2022-05-23,06:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,06:30,38902,87,15,4740,28752,2966,36,6550,-47,-5455,50,1714,-1387,-3021,-1754,-880,0,3,31,3538,784,945,806,0,0,0
France,2022-05-23,06:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,07:00,41094,86,15,4852,29046,2931,204,7561,-46,-4829,49,844,-572,-3743,301,340,0,3,30,3686,748,1311,1227,0,0,0
France,2022-05-23,07:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,07:30,43680,86,15,4886,28956,3280,449,8141,-45,-3345,48,844,-572,-3743,301,340,0,3,31,3674,779,1655,1321,0,0,0
France,2022-05-23,07:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,08:00,45505,86,14,4906,27809,3201,848,10547,-46,-3127,46,-431,913,-3743,659,85,0,3,31,3706,760,2057,3025,0,0,0
France,2022-05-23,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,08:30,47297,85,15,4953,27702,3360,1293,11383,-46,-2694,45,-431,913,-3743,659,85,0,3,38,3659,823,2557,3132,0,0,0
France,2022-05-23,08:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,09:00,48275,86,15,4540,27754,3818,1685,11424,-46,-2267,41,-152,940,-3360,727,900,0,3,40,3528,535,2757,2912,0,0,0
France,2022-05-23,09:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,09:30,49307,90,14,4397,27755,4025,2115,10711,-46,-1026,40,-152,940,-3360,727,900,0,3,45,3477,433,2251,2826,0,0,0
France,2022-05-23,09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,10:00,49861,89,15,4408,27751,4140,2594,10421,-46,-763,39,-658,1088,-3384,554,2793,0,3,45,3484,436,2048,2811,0,0,0
France,2022-05-23,10:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,10:30,50381,89,14,4348,27872,4215,2995,9434,-46,234,40,-658,1088,-3384,554,2793,0,3,45,3221,637,1902,2081,0,0,0
France,2022-05-23,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,11:00,51020,89,15,4580,27891,4469,3361,8682,-49,745,42,-827,1700,-3384,259,2393,0,3,44,3345,746,1548,1917,0,0,0
France,2022-05-23,11:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,11:30,51191,89,14,4623,27866,4761,3845,8545,-49,267,42,-827,1700,-3384,259,2543,0,3,45,3349,783,1577,1690,0,0,0
France,2022-05-23,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,12:00,52043,90,15,4619,27871,4797,4402,8725,-49,325,41,-393,1680,-3351,-162,3334,0,3,45,3345,783,1588,1842,0,0,0
France,2022-05-23,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,12:30,52380,88,15,4267,27891,5155,4832,8342,-49,577,39,-393,1680,-3351,-162,3512,0,3,45,2991,784,1650,1370,0,0,0
France,2022-05-23,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,13:00,52323,89,14,4238,27883,5410,5279,7896,-49,280,39,-401,1000,-3351,-419,2433,0,3,45,2973,773,1598,939,0,0,0
France,2022-05-23,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,13:30,51540,90,15,4485,27892,5642,5453,8084,-61,-1321,40,-401,1000,-3351,-419,2433,0,3,45,3213,781,1693,1147,0,0,0
France,2022-05-23,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,14:00,50841,88,15,4280,27757,6167,5569,7318,-111,-1487,39,-640,1190,-3329,-576,1849,0,3,45,3007,782,1457,738,0,0,0
France,2022-05-23,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,14:30,50336,86,15,4448,27800,6623,5628,6849,-125,-2242,40,-640,1190,-3329,-576,1849,0,3,44,3192,780,1179,736,0,0,0
France,2022-05-23,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,15:00,49693,85,15,4252,27697,7288,5612,6541,-537,-2506,39,-886,1500,-3465,-1113,-129,0,3,44,3001,782,1020,619,0,0,0
France,2022-05-23,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,15:30,49037,86,15,4603,27883,7856,5635,6559,-539,-4314,40,-886,1500,-3465,-1113,-129,0,3,44,3322,806,1099,684,0,0,0
France,2022-05-23,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,16:00,48488,88,15,4361,27810,8176,5390,6428,-544,-4489,39,-874,1500,-3465,-1254,-1909,0,3,43,3087,798,1095,574,0,0,0
France,2022-05-23,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,16:30,47731,85,15,4670,27850,8383,5082,6847,-574,-5893,41,-874,1500,-3465,-1254,-1909,0,3,43,3360,836,1018,1040,0,0,0
France,2022-05-23,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,17:00,47167,86,15,4599,27859,8629,4628,6745,-489,-6176,40,-1730,1739,-3465,33,-3530,0,3,43,3287,807,906,1025,0,0,0
France,2022-05-23,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,17:30,47046,85,16,4513,27917,8579,4041,7037,-58,-6369,40,-1730,1739,-3465,33,-3530,0,3,43,3216,791,1032,932,0,0,0
France,2022-05-23,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,18:00,47188,97,15,4968,27954,8254,3400,7696,-58,-6432,43,-1643,1500,-3478,248,-2779,10,3,42,3635,826,1147,1454,0,0,0
France,2022-05-23,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,18:30,47849,208,16,4788,27933,8089,2767,8977,-58,-6157,43,-1643,1500,-3478,135,-2911,118,3,76,3477,766,2149,1396,0,0,0
France,2022-05-23,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,19:00,49503,205,16,5065,27971,7634,2022,10694,-58,-5337,44,-554,1289,-3478,890,-2612,118,3,76,3667,857,2711,2186,0,0,0
France,2022-05-23,19:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,19:30,49345,206,16,4981,27980,6732,1294,11234,-58,-4312,44,-554,1289,-3478,890,-2540,118,3,76,3614,770,2760,2416,0,0,0
France,2022-05-23,19:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,20:00,48343,204,16,4914,27979,6540,715,11024,-58,-4251,45,-641,-598,-3478,600,286,118,3,76,3500,818,2818,1944,0,0,0
France,2022-05-23,20:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,20:30,46250,205,16,4750,28011,6023,352,9737,-59,-4024,45,-641,-598,-3478,900,380,118,3,70,3410,759,1999,1670,0,0,0
France,2022-05-23,20:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,21:00,44888,208,16,4639,27926,5487,108,8963,-59,-3646,46,-178,-2200,-2907,900,1565,118,3,70,3313,747,1831,1330,0,0,0
France,2022-05-23,21:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,21:30,44613,205,16,4833,27964,4924,12,8458,-58,-2981,49,-178,-2200,-2907,900,1643,119,3,70,3476,777,1898,907,0,0,0
France,2022-05-23,21:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,22:00,44226,207,16,4636,27901,4665,0,8218,-58,-2591,48,-86,-1180,-2907,900,2168,119,3,71,3284,773,1682,908,0,0,0
France,2022-05-23,22:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,22:30,44725,207,15,4564,27791,4374,0,8022,-58,-1438,49,-86,-1180,-2907,900,2173,120,3,71,3131,853,1504,785,0,0,0
France,2022-05-23,22:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,23:00,45927,207,15,4702,27823,4376,0,8899,-59,-1294,48,41,-481,-2681,900,2018,120,3,49,3328,815,1676,1496,0,0,0
France,2022-05-23,23:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-23,23:30,45006,171,16,4458,27723,4519,0,7454,-57,-529,48,41,-481,-2681,900,2018,82,3,10,3155,834,1224,773,0,0,0
France,2022-05-23,23:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,00:00,44334,85,16,4273,27552,4484,0,6996,-94,-214,45,1671,-1508,-3327,481,2798,0,3,10,3013,800,1073,568,0,0,0
France,2022-05-24,00:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,00:30,42368,87,16,3211,27126,4244,0,7055,-94,-518,38,1671,-1508,-3327,481,2804,0,3,10,2034,742,1163,782,0,0,0
France,2022-05-24,00:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,01:00,40014,85,16,1971,27206,4363,0,6385,-767,-510,28,1686,-1929,-3323,248,2035,0,3,10,1040,505,1227,175,0,0,0
France,2022-05-24,01:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,01:30,39873,84,16,2034,27495,4785,0,6212,-767,-1258,29,1686,-1929,-3323,248,2035,0,3,10,1096,511,1264,176,0,0,0
France,2022-05-24,01:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,02:00,39292,87,16,2036,27464,5183,0,6215,-1273,-1713,29,1994,-2000,-3299,-627,1553,0,3,10,1075,534,1261,177,0,0,0
France,2022-05-24,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,02:30,38618,85,16,2181,27768,5265,0,5906,-1155,-2734,30,1994,-2000,-3299,-630,1553,0,3,10,1201,551,1216,177,0,0,0
France,2022-05-24,02:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,03:00,37262,86,16,1806,26949,5508,0,5594,-1522,-2464,26,1783,-1900,-3143,-889,1697,0,3,10,1079,299,918,177,0,0,0
France,2022-05-24,03:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,03:30,36468,85,16,1789,26930,5575,0,5290,-1698,-2807,27,1783,-1900,-3143,-889,1697,0,3,7,1042,322,709,178,0,0,0
France,2022-05-24,03:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,04:00,35855,85,15,1780,26835,5716,0,5238,-2405,-2697,27,1905,-1900,-3143,-537,997,0,3,6,1023,331,707,176,0,0,0
France,2022-05-24,04:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,04:30,35637,86,16,1571,27014,5855,0,5154,-2541,-2802,25,1905,-1900,-3143,-537,991,0,3,7,812,334,697,173,0,0,0
France,2022-05-24,04:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,05:00,35880,85,16,1563,27073,5808,0,5229,-2539,-2641,25,1963,-1900,-3142,-367,1546,0,3,7,821,321,700,174,0,0,0
France,2022-05-24,05:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,05:30,37074,86,15,1566,27073,5987,0,5343,-2059,-2206,25,1963,-1900,-3142,-367,1247,0,3,7,805,338,714,175,0,0,0
France,2022-05-24,05:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,06:00,37999,85,15,2023,26924,6074,0,5336,-1461,-2240,28,1763,-1899,-3143,-473,1423,0,3,7,1256,340,729,176,0,0,0
France,2022-05-24,06:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,06:30,39998,85,15,3027,27069,5938,44,6223,-966,-2671,35,1763,-1899,-3143,-473,390,0,3,7,2190,386,847,745,0,0,0
France,2022-05-24,06:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,07:00,42322,86,15,4028,27467,5536,295,6944,-86,-3203,41,1712,-1012,-2916,590,-842,0,3,7,3083,493,956,1040,0,0,0
France,2022-05-24,07:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,07:30,44684,85,16,4436,27862,5314,741,7937,-49,-2911,43,1712,-1012,-2916,590,-683,0,3,8,3436,542,1414,1289,0,0,0
France,2022-05-24,07:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,08:00,46312,86,16,4534,28075,4967,1439,8532,-50,-2498,42,1078,-420,-2485,615,-864,0,3,7,3515,560,1573,1548,0,0,0
France,2022-05-24,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,08:30,47435,89,16,4463,28093,5255,2329,8779,-50,-2745,41,1078,-420,-2485,598,-788,0,7,10,3360,628,1536,1613,0,0,0
France,2022-05-24,08:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,09:00,48323,85,16,4412,28160,5230,3165,8438,-49,-2346,40,1355,904,-2357,279,-1342,0,3,10,3313,623,1453,1311,0,0,0
France,2022-05-24,09:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,09:30,49011,86,16,4373,28276,5189,4032,7583,-50,-1667,40,1355,904,-2357,279,-970,0,3,10,3270,632,1198,933,0,0,0
France,2022-05-24,09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,10:00,49358,88,16,3887,28278,5261,4846,7181,-260,-1123,37,1962,1108,-2803,-541,-1144,0,6,13,2811,611,1187,587,0,0,0
France,2022-05-24,10:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,10:30,49508,85,16,3890,28275,5016,5454,7183,-431,-1199,36,1962,1108,-2803,-541,-643,0,3,13,2808,618,1048,873,0,0,0
France,2022-05-24,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,11:00,49795,87,17,3754,28271,5015,5829,6975,-431,-925,35,2014,1439,-2867,-530,-680,0,3,14,2689,601,1056,720,0,0,0
France,2022-05-24,11:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,11:30,50260,87,16,3894,28252,4950,6055,6847,-221,-817,36,2014,1439,-2867,-530,-85,0,3,17,2812,614,976,861,0,0,0
France,2022-05-24,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,12:00,50929,87,16,3918,28220,4891,6359,6742,-221,-300,36,2014,1850,-2686,502,-644,0,3,17,2830,621,960,746,0,0,0
France,2022-05-24,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,12:30,51283,87,16,3375,28111,5066,6519,6521,-220,558,33,2014,1850,-2686,502,-627,0,3,17,2286,635,1011,513,0,0,0
France,2022-05-24,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,13:00,51167,88,16,3467,27909,5031,6512,6540,-49,413,33,2013,1850,-3057,113,-592,0,3,17,2411,601,989,499,0,0,0
France,2022-05-24,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,13:30,50466,87,16,3610,28000,4834,6475,6233,-50,24,35,2013,1850,-3057,113,-602,0,3,17,2517,637,899,461,0,0,0
France,2022-05-24,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,14:00,49863,88,16,3524,27989,4563,6558,6127,-556,319,34,2013,1850,-3250,-136,-329,0,3,17,2530,538,862,464,0,0,0
France,2022-05-24,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,14:30,49394,86,16,3490,28189,4389,6508,6070,-477,-117,34,2013,1850,-3250,-136,-329,0,3,20,2466,563,822,459,0,0,0
France,2022-05-24,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,15:00,48531,86,17,3460,28172,4276,6472,6033,-1079,-145,35,2012,1850,-3442,-346,-338,0,3,23,2380,618,841,449,0,0,0
France,2022-05-24,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,15:30,47993,85,17,3619,28184,3963,6155,5926,-1076,-110,36,2012,1850,-3442,-346,-626,0,3,29,2580,570,934,330,0,0,0
France,2022-05-24,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,16:00,47358,85,17,3560,28187,3946,5704,5896,-1105,-167,36,2014,1850,-3527,-1105,407,0,3,29,2447,643,895,308,0,0,0
France,2022-05-24,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,16:30,46730,87,17,3588,28132,3812,4859,5855,-1259,376,37,2014,1850,-3527,-1105,-412,0,3,29,2564,554,799,282,0,0,0
France,2022-05-24,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,17:00,46372,84,17,3957,28094,3742,4546,6173,-827,-682,40,2013,1400,-3496,-458,12,0,3,27,2851,635,1005,320,0,0,0
France,2022-05-24,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,17:30,45985,86,17,3793,28117,3387,3999,6415,-279,-821,39,2013,1400,-3496,-458,-930,0,3,26,2662,659,1017,304,0,0,0
France,2022-05-24,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,18:00,46343,84,17,4306,28162,3161,3394,6909,-81,-856,43,1986,1082,-3428,757,-332,0,3,27,3047,787,1261,516,0,0,0
France,2022-05-24,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,18:30,46937,84,17,4531,28190,2940,2857,7591,-122,-424,44,1986,1082,-3428,390,-706,0,3,27,3311,741,1288,989,0,0,0
France,2022-05-24,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,19:00,47925,85,18,4970,28207,2763,2144,8829,-57,-308,47,2013,1347,-3421,476,282,0,3,26,3720,755,1556,1711,0,0,0
France,2022-05-24,19:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,19:30,48060,84,17,4740,28162,2609,1546,9226,-58,458,46,2013,1347,-3421,288,-119,0,3,23,3462,791,1563,1779,0,0,0
France,2022-05-24,19:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,20:00,47335,87,17,4769,28213,2324,998,9972,-58,-260,46,1483,1106,-3349,37,-739,0,3,23,3546,737,1808,2033,0,0,0
France,2022-05-24,20:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,20:30,45874,84,17,5018,28236,2117,503,10557,-58,-1864,48,1483,1106,-3349,37,-784,0,3,20,3740,803,1882,2543,0,0,0
France,2022-05-24,20:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-24,21:00,44886,84,18,4897,28155,1757,187,10185,-59,-1596,48,1714,1397,-2766,681,-2743,0,3,19,3684,738,1698,2395,0,0,0
France,2022-05-24,21:15,,,,,,,,,,,,,,,,,,,,,,,,,,
